GRIDCODE,CVENTMUN,Furb,Frural,FpoT,PobUrb,PobR,PubU+R,PoT
12437,frac,,,,,,,
383994,19017,,0.002556036,0.002556036,,78,78,30516
384001,19017,,0.007176563,0.007176563,,219,219,30516
384005,19017,,0.001376327,0.001376327,,42,42,30516
384006,19017,,0.004915454,0.004915454,,150,150,30516
384007,19017,,0.000426006,0.000426006,,13,13,30516
384010,19017,,0.000688164,0.000688164,,21,21,30516
384011,19017,,0.028050859,0.028050859,,856,856,30516
384014,19017,,0.003047582,0.003047582,,93,93,30516
384017,19030,,0.02274204,0.02274204,,35,35,1539
384023,28020,,0.019298246,0.019298246,,33,33,1710
384024,28020,,0.006432749,0.006432749,,11,11,1710
384025,19033,,0.000349944,0.000349944,,5,5,14288
384026,28020,,0.053216374,0.053216374,,91,91,1710
384029,28042,,0.000728686,0.000728686,,3,3,4117
384036,28042,,0.083798883,0.083798883,,345,345,4117
384039,28034,,0.004731604,0.004731604,,29,29,6129
384043,28034,,0.001631588,0.001631588,,10,10,6129
384046,28034,1,0.000326318,0.173255971,1282,2,1284,7411
384050,28036,,0.002375297,0.002375297,,2,2,842
384067,28010,,0.140391254,0.140391254,,122,122,869
384081,28035,,5.7346E-05,5.7346E-05,,1,1,17438
384087,28035,,0.039224682,0.039224682,,684,684,17438
384941,10008,,0.00022686,0.00022686,,2,2,8816
384945,10021,,0.001152295,0.001152295,,6,6,5207
384946,10021,,0.000960246,0.000960246,,5,5,5207
384954,10004,,0.001810364,0.001810364,,32,32,17676
384968,10006,,0.071945753,0.071945753,,626,626,8701
384979,10027,,0.042000553,0.042000553,,152,152,3619
384985,10027,0.670955882,0.000828958,0.209103028,1095,3,1098,5251
384990,10027,,0.075158884,0.075158884,,272,272,3619
385000,32026,,0.021560078,0.021560078,,356,356,16512
385009,32026,,0.000242248,0.000242248,,4,4,16512
385014,32026,,0.001090116,0.001090116,,18,18,16512
385019,32026,,0.001271802,0.001271802,,21,21,16512
385020,32026,,0.010901163,0.010901163,,180,180,16512
385023,32026,,0.00030281,0.00030281,,5,5,16512
385024,32026,,6.0562E-05,6.0562E-05,,1,1,16512
385026,32026,1,0.000423934,0.071396422,1262,7,1269,17774
385027,32026,,0.010658915,0.010658915,,176,176,16512
385028,32026,,0.001090116,0.001090116,,18,18,16512
385032,32007,,0.018269231,0.018269231,,95,95,5200
385033,32007,,0.000769231,0.000769231,,4,4,5200
385048,05030,,0.020802473,0.020802473,,323,323,15527
385054,19017,,0.004227291,0.004227291,,129,129,30516
385067,19017,,0.000262158,0.000262158,,8,8,30516
385069,19017,,0.000458776,0.000458776,,14,14,30516
385072,19017,,0.004751606,0.004751606,,145,145,30516
385076,19017,,3.27697E-05,3.27697E-05,,1,1,30516
385078,19017,,0.003637436,0.003637436,,111,111,30516
385080,19017,,3.27697E-05,3.27697E-05,,1,1,30516
385081,19017,,0.000229388,0.000229388,,7,7,30516
385087,19033,,0.01049832,0.01049832,,150,150,14288
385090,19033,,0.001889698,0.001889698,,27,27,14288
385091,19033,,0.000279955,0.000279955,,4,4,14288
385092,19033,,0.000419933,0.000419933,,6,6,14288
385092,28020,,0.010526316,0.010526316,,18,18,1710
385093,19033,,0.003639418,0.003639418,,52,52,14288
385093,28020,,0.001169591,0.001169591,,2,2,1710
385094,19033,,0.000489922,0.000489922,,7,7,14288
385094,28020,,0.001754386,0.001754386,,3,3,1710
385095,28020,,0.016959064,0.016959064,,29,29,1710
385096,28020,,0.001754386,0.001754386,,3,3,1710
385100,28042,,0.000242895,0.000242895,,1,1,4117
385104,28042,,0.000485791,0.000485791,,2,2,4117
385112,28034,,0.021373797,0.021373797,,131,131,6129
385113,28034,,0.005547398,0.005547398,,34,34,6129
385118,28036,,0.049881235,0.049881235,,42,42,842
385121,28036,,0.021377672,0.021377672,,18,18,842
385123,28010,,0.010356732,0.010356732,,9,9,869
385135,28010,,0.029919448,0.029919448,,26,26,869
385145,28035,,5.7346E-05,5.7346E-05,,1,1,17438
385155,28035,,0.001949765,0.001949765,,34,34,17438
386014,10021,,0.001536393,0.001536393,,8,8,5207
386038,10006,0.018698579,,0.018698579,25,,25,1337
386053,10027,,0.036197845,0.036197845,,131,131,3619
386058,10027,,0.016026527,0.016026527,,58,58,3619
386070,32026,,0.000242248,0.000242248,,4,4,16512
386074,32026,,0.007025194,0.007025194,,116,116,16512
386075,32026,,0.019743217,0.019743217,,326,326,16512
386081,32026,,0.027071221,0.027071221,,447,447,16512
386083,32026,,0.00181686,0.00181686,,30,30,16512
386087,32026,,0.072311047,0.072311047,,1194,1194,16512
386088,32026,,0.006116764,0.006116764,,101,101,16512
386099,32007,,0.003846154,0.003846154,,20,20,5200
386105,32007,,0.021538462,0.021538462,,112,112,5200
386109,05030,,0.008630128,0.008630128,,134,134,15527
386134,19017,,0.000294927,0.000294927,,9,9,30516
386136,19017,,0.003113121,0.003113121,,95,95,30516
386137,19017,,0.000163848,0.000163848,,5,5,30516
386139,19017,,0.000753703,0.000753703,,23,23,30516
386141,19017,,0.004751606,0.004751606,,145,145,30516
386144,19017,,3.27697E-05,3.27697E-05,,1,1,30516
386145,19017,,0.012649102,0.012649102,,386,386,30516
386146,19017,,0.000589855,0.000589855,,18,18,30516
386148,19017,,0.002621576,0.002621576,,80,80,30516
386149,19017,,3.27697E-05,3.27697E-05,,1,1,30516
386151,19030,,0.084470435,0.084470435,,130,130,1539
386157,19033,,0.02743561,0.02743561,,392,392,14288
386159,19033,,6.99888E-05,6.99888E-05,,1,1,14288
386160,19033,,0.002589586,0.002589586,,37,37,14288
386161,19033,,0.001049832,0.001049832,,15,15,14288
386162,19033,,0.000209966,0.000209966,,3,3,14288
386168,28042,,0.000971581,0.000971581,,4,4,4117
386169,28042,,0.001700267,0.001700267,,7,7,4117
386170,28042,,0.002671848,0.002671848,,11,11,4117
386172,28042,,0.000485791,0.000485791,,2,2,4117
386181,28034,,0.000815794,0.000815794,,5,5,6129
386186,28036,,0.008313539,0.008313539,,7,7,842
386196,28010,,0.01150748,0.01150748,,10,10,869
386197,28010,,0.00575374,0.00575374,,5,5,869
386199,28010,,0.162255466,0.162255466,,141,141,869
386200,28010,,0.00575374,0.00575374,,5,5,869
386204,28035,,0.013361624,0.013361624,,233,233,17438
386212,28035,,0.000516114,0.000516114,,9,9,17438
386215,28035,,0.000172038,0.000172038,,3,3,17438
386223,28035,0.041510878,0.000172038,0.027487598,1410,3,1413,51405
387082,10021,,0.001344344,0.001344344,,7,7,5207
387095,10004,,0.000113148,0.000113148,,2,2,17676
387106,10006,0.981301421,0.001264223,0.131799163,1312,11,1323,10038
387120,10027,,0.14423874,0.14423874,,522,522,3619
387137,32026,,0.000666182,0.000666182,,11,11,16512
387138,32026,,0.00030281,0.00030281,,5,5,16512
387139,32026,,0.004784399,0.004784399,,79,79,16512
387143,32026,,0.003573159,0.003573159,,59,59,16512
387159,32027,,0.035819431,0.035819431,,73,73,2038
387160,32027,,0.000981354,0.000981354,,2,2,2038
387162,32026,,0.003330911,0.003330911,,55,55,16512
387164,32026,,0.018047481,0.018047481,,298,298,16512
387165,32026,,0.07182655,0.07182655,,1186,1186,16512
387169,32007,,0.000961538,0.000961538,,5,5,5200
387170,32007,,0.004807692,0.004807692,,25,25,5200
387172,32007,,0.001346154,0.001346154,,7,7,5200
387179,05030,,0.02434469,0.02434469,,378,378,15527
387181,05030,,0.004765892,0.004765892,,74,74,15527
387184,05030,,6.44039E-05,6.44039E-05,,1,1,15527
387185,05030,,6.44039E-05,6.44039E-05,,1,1,15527
387188,19017,,9.83091E-05,9.83091E-05,,3,3,30516
387198,19017,,0.000163848,0.000163848,,5,5,30516
387200,19017,,0.001474636,0.001474636,,45,45,30516
387204,19017,,0.000852012,0.000852012,,26,26,30516
387206,19017,,0.007963036,0.007963036,,243,243,30516
387210,19017,,0.000327697,0.000327697,,10,10,30516
387211,19017,,0.002719885,0.002719885,,83,83,30516
387212,19017,,0.008815048,0.008815048,,269,269,30516
387213,19017,,0.00321143,0.00321143,,98,98,30516
387215,19017,,0.003113121,0.003113121,,95,95,30516
387217,19030,,0.011695906,0.011695906,,18,18,1539
387218,19030,,0.048732943,0.048732943,,75,75,1539
387219,19030,,0.001949318,0.001949318,,3,3,1539
387222,19033,,6.99888E-05,6.99888E-05,,1,1,14288
387224,19033,,0.001469765,0.001469765,,21,21,14288
387225,19033,,0.010988242,0.010988242,,157,157,14288
387226,19033,,0.00055991,0.00055991,,8,8,14288
387228,19033,,0.000979843,0.000979843,,14,14,14288
387229,19033,,0.004409295,0.004409295,,63,63,14288
387230,19033,,0.008258679,0.008258679,,118,118,14288
387232,28020,,0.013450292,0.013450292,,23,23,1710
387236,28042,,0.030361914,0.030361914,,125,125,4117
387240,28042,,0.000971581,0.000971581,,4,4,4117
387248,28034,,0.000326318,0.000326318,,2,2,6129
387249,28034,,0.000326318,0.000326318,,2,2,6129
387254,28036,,0.005938242,0.005938242,,5,5,842
387256,28036,,0.016627078,0.016627078,,14,14,842
387259,28010,,0.003452244,0.003452244,,3,3,869
387264,28010,,0.00575374,0.00575374,,5,5,869
387267,28010,,0.002301496,0.002301496,,2,2,869
387268,28010,,0.00575374,0.00575374,,5,5,869
387269,28010,,0.003452244,0.003452244,,3,3,869
387274,28035,,5.7346E-05,5.7346E-05,,1,1,17438
387279,28035,,5.7346E-05,5.7346E-05,,1,1,17438
387283,28035,,0.000172038,0.000172038,,3,3,17438
387284,28035,,0.000114692,0.000114692,,2,2,17438
387286,28035,,0.000172038,0.000172038,,3,3,17438
387289,28035,,0.000114692,0.000114692,,2,2,17438
387290,28035,,5.7346E-05,5.7346E-05,,1,1,17438
387291,28035,0.034033032,,0.034033032,1156,,1156,33967
388148,10021,,0.000960246,0.000960246,,5,5,5207
388162,10004,,0.041468658,0.041468658,,733,733,17676
388172,10006,,0.036547523,0.036547523,,318,318,8701
388187,10027,,0.070185134,0.070185134,,254,254,3619
388193,10027,,0.023487151,0.023487151,,85,85,3619
388199,32026,,0.003633721,0.003633721,,60,60,16512
388201,32026,,0.003573159,0.003573159,,59,59,16512
388213,32026,,6.0562E-05,6.0562E-05,,1,1,16512
388222,32027,,0.000981354,0.000981354,,2,2,2038
388223,32027,,0.001472031,0.001472031,,3,3,2038
388226,32027,,0.138370952,0.138370952,,282,282,2038
388227,32027,,0.049067713,0.049067713,,100,100,2038
388228,32027,,0.000981354,0.000981354,,2,2,2038
388235,32007,,0.005,0.005,,26,26,5200
388237,32007,,0.000576923,0.000576923,,3,3,5200
388239,32007,,0.001153846,0.001153846,,6,6,5200
388240,32007,,0.000384615,0.000384615,,2,2,5200
388244,05030,,0.001288079,0.001288079,,20,20,15527
388264,19017,,0.0043256,0.0043256,,132,132,30516
388272,19017,,0.012681872,0.012681872,,387,387,30516
388275,19017,,0.007373181,0.007373181,,225,225,30516
388278,19017,,0.000327697,0.000327697,,10,10,30516
388280,19017,,0.004096212,0.004096212,,125,125,30516
388281,19017,,0.008028575,0.008028575,,245,245,30516
388282,19017,,0.006095163,0.006095163,,186,186,30516
388283,19030,,0.048083171,0.048083171,,74,74,1539
388284,19030,,0.00259909,0.00259909,,4,4,1539
388285,19030,0.137578169,0.062378168,0.102486355,242,96,338,3298
388286,19030,0.461625924,0.029239766,0.259854457,812,45,857,3298
388287,19030,,0.021442495,0.021442495,,33,33,1539
388290,19033,,0.000139978,0.000139978,,2,2,14288
388292,19033,,0.001259798,0.001259798,,18,18,14288
388293,19033,,0.018197088,0.018197088,,260,260,14288
388294,19033,,0.018617021,0.018617021,,266,266,14288
388295,19033,,0.008818589,0.008818589,,126,126,14288
388296,19033,,6.99888E-05,6.99888E-05,,1,1,14288
388298,19033,,0.03212486,0.03212486,,459,459,14288
388300,28020,,0.000584795,0.000584795,,1,1,1710
388303,28042,,0.002914744,0.002914744,,12,12,4117
388316,28034,,0.033610703,0.033610703,,206,206,6129
388321,28036,0,,0,0,,0,84
388322,28036,1,,1,84,,84,84
388328,28010,,0.01726122,0.01726122,,15,15,869
388334,28010,,0.006904488,0.006904488,,6,6,869
388347,28035,,0.000516114,0.000516114,,9,9,17438
388349,28035,,0.000172038,0.000172038,,3,3,17438
388351,28035,,0.000172038,0.000172038,,3,3,17438
388359,28035,0.001413136,,0.001413136,48,,48,33967
389211,10021,,0.000576147,0.000576147,,3,3,5207
389213,10021,,0.029191473,0.029191473,,152,152,5207
389214,10021,,0.001536393,0.001536393,,8,8,5207
389217,10021,,0.027463031,0.027463031,,143,143,5207
389221,10021,,0.102170156,0.102170156,,532,532,5207
389222,10021,,0.00230459,0.00230459,,12,12,5207
389230,10004,,0.000226296,0.000226296,,4,4,17676
389243,10006,,0.022411217,0.022411217,,195,195,8701
389253,05036,,0.012750998,0.012750998,,214,214,16783
389254,10027,,0.000828958,0.000828958,,3,3,3619
389275,32026,,0.000363372,0.000363372,,6,6,16512
389295,32027,,0.004906771,0.004906771,,10,10,2038
389300,05030,,0.001223675,0.001223675,,19,19,15527
389311,05030,,0.007084434,0.007084434,,110,110,15527
389313,05030,,0.007857281,0.007857281,,122,122,15527
389323,05030,,0.000772847,0.000772847,,12,12,15527
389340,19017,,0.00104863,0.00104863,,32,32,30516
389349,19017,,0.002359418,0.002359418,,72,72,30516
389351,19017,,0.000163848,0.000163848,,5,5,30516
389352,19030,,0.073424301,0.073424301,,113,113,1539
389353,19030,0.376350199,0.008447044,0.204669497,662,13,675,3298
389354,19030,0.024445708,,0.024445708,43,,43,1759
389356,19030,,0.003898635,0.003898635,,6,6,1539
389356,19033,,0.000489922,0.000489922,,7,7,14288
389361,19033,,0.000349944,0.000349944,,5,5,14288
389362,19033,,0.004759239,0.004759239,,68,68,14288
389363,19033,,0.003289474,0.003289474,,47,47,14288
389364,19033,,0.013367861,0.013367861,,191,191,14288
389365,19033,,0.000209966,0.000209966,,3,3,14288
389366,19033,,0.00818869,0.00818869,,117,117,14288
389367,19033,,6.99888E-05,6.99888E-05,,1,1,14288
389368,19033,,0.010078387,0.010078387,,144,144,14288
389370,19033,,0.000629899,0.000629899,,9,9,14288
389370,28020,,0.002923977,0.002923977,,5,5,1710
389370,28042,,0.119261598,0.119261598,,491,491,4117
389371,28042,,0.000971581,0.000971581,,4,4,4117
389372,28042,,0.001700267,0.001700267,,7,7,4117
389373,28042,,0.001214477,0.001214477,,5,5,4117
389381,28034,,0.012236907,0.012236907,,75,75,6129
389384,28034,,0.001142111,0.001142111,,7,7,6129
389386,28034,,0.000489476,0.000489476,,3,3,6129
389387,28036,,0.119952494,0.119952494,,101,101,842
389388,28036,,0.326603325,0.326603325,,275,275,842
389405,28010,,0.008055236,0.008055236,,7,7,869
389406,28010,,0.00575374,0.00575374,,5,5,869
389417,28035,,0.000229384,0.000229384,,4,4,17438
389421,28035,,0.00057346,0.00057346,,10,10,17438
389427,28035,,5.7346E-05,5.7346E-05,,1,1,17438
390278,10021,,0.000192049,0.000192049,,1,1,5207
390282,10021,0.035019455,0.001152295,0.019158122,207,6,213,11118
390283,10021,0.181187616,,0.181187616,1071,,1071,5911
390284,10021,,0.001920492,0.001920492,,10,10,5207
390296,10004,,0.005940258,0.005940258,,105,105,17676
390297,10004,,0.000113148,0.000113148,,2,2,17676
390309,10006,,0.016664751,0.016664751,,145,145,8701
390312,10006,,0.063785772,0.063785772,,555,555,8701
390320,05036,,0.017875231,0.017875231,,300,300,16783
390320,10006,,0.023445581,0.023445581,,204,204,8701
390332,10027,,0.015750207,0.015750207,,57,57,3619
390343,32026,,6.0562E-05,6.0562E-05,,1,1,16512
390345,32026,,0.03724564,0.03724564,,615,615,16512
390361,32027,,0.000490677,0.000490677,,1,1,2038
390365,05030,,0.000515232,0.000515232,,8,8,15527
390369,05030,,0.002254138,0.002254138,,35,35,15527
390379,05030,,0.00032202,0.00032202,,5,5,15527
390383,05030,,0.000128808,0.000128808,,2,2,15527
390387,05030,,0.000193212,0.000193212,,3,3,15527
390388,05030,,0.001738906,0.001738906,,27,27,15527
390408,19017,,0.004620527,0.004620527,,141,141,30516
390417,19017,,0.005603618,0.005603618,,171,171,30516
390427,19033,,0.000139978,0.000139978,,2,2,14288
390428,19033,,0.007208847,0.007208847,,103,103,14288
390429,19033,,0.00349944,0.00349944,,50,50,14288
390430,19033,,0.058020717,0.058020717,,829,829,14288
390431,19033,,0.004269317,0.004269317,,61,61,14288
390434,19033,,0.006578947,0.006578947,,94,94,14288
390435,19033,,0.000349944,0.000349944,,5,5,14288
390436,19033,,0.000209966,0.000209966,,3,3,14288
390443,28042,,0.001457372,0.001457372,,6,6,4117
390446,28034,,0.000978953,0.000978953,,6,6,6129
390455,28036,,0.026128266,0.026128266,,22,22,842
390467,28010,0.835411471,,0.835411471,670,,670,802
390468,28010,0.038653367,0.002301496,0.019748654,31,2,33,1671
390485,28035,,0.000974882,0.000974882,,17,17,17438
390486,28035,,5.7346E-05,5.7346E-05,,1,1,17438
390487,28035,,5.7346E-05,5.7346E-05,,1,1,17438
390488,28035,,0.001089574,0.001089574,,19,19,17438
390489,28035,,0.000458768,0.000458768,,8,8,17438
390493,28035,,0.000917536,0.000917536,,16,16,17438
391346,10021,,0.000768197,0.000768197,,4,4,5207
391351,10021,0.731855862,,0.731855862,4326,,4326,5911
391352,10021,0.027575706,0.002880737,0.016010074,163,15,178,11118
391384,10006,,0.02022756,0.02022756,,176,176,8701
391387,05036,,0.014300185,0.014300185,,240,240,16783
391410,32026,,0.030583818,0.030583818,,505,505,16512
391426,32027,,0.000490677,0.000490677,,1,1,2038
391432,32027,,0.008832188,0.008832188,,18,18,2038
391433,05024,,0.005685342,0.005685342,,55,55,9674
391447,05030,,0.000257616,0.000257616,,4,4,15527
391449,05030,,0.000386424,0.000386424,,6,6,15527
391455,05030,,0.003477813,0.003477813,,54,54,15527
391460,19017,,0.002424957,0.002424957,,74,74,30516
391461,19017,,6.55394E-05,6.55394E-05,,2,2,30516
391475,19017,,0.000196618,0.000196618,,6,6,30516
391484,19017,0.086357947,0.006947175,0.027112926,897,212,1109,40903
391485,19017,,0.001671254,0.001671254,,51,51,30516
391489,19030,,0.001299545,0.001299545,,2,2,1539
391495,19033,,0.000209966,0.000209966,,3,3,14288
391496,19033,,0.005879059,0.005879059,,84,84,14288
391497,19033,,0.007418813,0.007418813,,106,106,14288
391498,19033,,0.014697648,0.014697648,,210,210,14288
391499,19033,,0.006089026,0.006089026,,87,87,14288
391500,19033,,0.00055991,0.00055991,,8,8,14288
391501,19033,,0.000629899,0.000629899,,9,9,14288
391503,19033,,0.000279955,0.000279955,,4,4,14288
391504,19033,,0.000419933,0.000419933,,6,6,14288
391507,19033,,0.000209966,0.000209966,,3,3,14288
391535,28010,0.124688279,,0.124688279,100,,100,802
391536,28010,0,,0,0,,0,802
391553,28035,,0.001892419,0.001892419,,33,33,17438
391554,28035,,0.000516114,0.000516114,,9,9,17438
391557,28035,,0.000114692,0.000114692,,2,2,17438
391559,28035,,0.001089574,0.001089574,,19,19,17438
392416,10021,,0.00230459,0.00230459,,12,12,5207
392419,10021,0.02436136,0.045707701,0.034358698,144,238,382,11118
392430,10004,,0.000169722,0.000169722,,3,3,17676
392431,10004,,0.024439919,0.024439919,,432,432,17676
392457,05036,,0.007745933,0.007745933,,130,130,16783
392461,10027,,0.053882288,0.053882288,,195,195,3619
392468,10027,,0.00469743,0.00469743,,17,17,3619
392497,32027,,0.001962709,0.001962709,,4,4,2038
392498,32027,,0.124631992,0.124631992,,254,254,2038
392499,32027,1,0.011285574,0.263523392,698,23,721,2736
392500,32027,,0.014720314,0.014720314,,30,30,2038
392502,05030,,0.000128808,0.000128808,,2,2,15527
392503,05030,,0.000450828,0.000450828,,7,7,15527
392508,05030,,0.006633606,0.006633606,,103,103,15527
392511,05030,,0.005538739,0.005538739,,86,86,15527
392515,05030,,0.002962581,0.002962581,,46,46,15527
392516,05030,,0.000257616,0.000257616,,4,4,15527
392519,05030,,0.001030463,0.001030463,,16,16,15527
392524,05030,,0.000128808,0.000128808,,2,2,15527
392541,19017,,0.005570848,0.005570848,,170,170,30516
392543,19017,,0.000426006,0.000426006,,13,13,30516
392548,19017,,0.002228339,0.002228339,,68,68,30516
392550,19017,,0.017990562,0.017990562,,549,549,30516
392551,19017,0.039472417,0.005767466,0.014326578,410,176,586,40903
392552,19017,0.629344373,0.00209726,0.161381806,6537,64,6601,40903
392553,19017,,6.55394E-05,6.55394E-05,,2,2,30516
392564,19033,,0.000489922,0.000489922,,7,7,14288
392565,19033,,0.008398656,0.008398656,,120,120,14288
392566,19033,,0.000349944,0.000349944,,5,5,14288
392567,19033,,0.002729563,0.002729563,,39,39,14288
392568,19033,0.004816846,0.014207727,0.006401625,339,203,542,84666
392569,19033,,0.002029675,0.002029675,,29,29,14288
392571,19033,,0.000489922,0.000489922,,7,7,14288
392576,19033,,0.000279955,0.000279955,,4,4,14288
392578,19033,,0.002589586,0.002589586,,37,37,14288
392579,19033,,0.000279955,0.000279955,,4,4,14288
392588,28034,,0.001142111,0.001142111,,7,7,6129
